LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
X0DN6DEW3E,57,66658,160724,670,108,2,16.23,24,0.4,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
5P125YZSA8,51,15201,38136,331,64,2,3.94,48,0.4,Bachelor's,Full-time,Single,No,No,Other,Yes,1
E6X78VNN7G,57,36616,117570,596,55,2,14.21,36,0.89,PhD,Unemployed,Married,No,No,Other,Yes,0
K9MLPSI1AN,44,149634,154221,332,118,2,23.27,48,0.58,High School,Part-time,Single,No,No,Education,No,0
67U2AUDSHA,30,63595,122622,732,68,1,9.14,48,0.59,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
WFWG9VE8I1,62,87426,184677,818,99,1,23.89,24,0.66,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
PBZVXPJCZL,50,53608,198523,556,3,1,7.05,48,0.7,Bachelor's,Part-time,Single,No,No,Home,No,1
BO0G2EFGO0,23,58286,127175,526,4,2,21.01,36,0.85,High School,Part-time,Divorced,No,Yes,Other,Yes,0
JJ6ER0710E,41,67486,111238,765,4,4,8.11,48,0.4,PhD,Unemployed,Divorced,No,No,Home,No,0
TLB4SYA1LD,36,37903,231076,314,49,2,20.18,48,0.29,Master's,Self-employed,Married,Yes,No,Other,No,0
14JQQFIRH7,33,140181,220446,843,108,4,11.53,36,0.14,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
D7AY62ZABZ,57,67986,152532,570,37,4,2.75,60,0.46,Master's,Part-time,Divorced,No,No,Education,Yes,0
U57X351ZX9,45,97745,186915,608,87,1,7.12,60,0.57,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
ISRK06BKG5,50,28136,239542,421,77,1,21.12,12,0.68,Master's,Self-employed,Divorced,No,No,Education,No,0
47FY9RFUHL,65,123147,174829,606,43,4,24.32,24,0.36,High School,Self-employed,Single,Yes,Yes,Other,No,0
HG9B0D10L5,58,105812,224087,838,58,4,10.59,48,0.35,Master's,Unemployed,Single,No,Yes,Business,Yes,0
0NV5JB3JLH,30,15755,95361,492,1,3,4.86,24,0.7,Master's,Part-time,Married,Yes,No,Home,No,0
YLI9AJJ8EO,60,97705,95861,414,116,4,11,60,0.63,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,0
MCY8LQZZPG,62,89168,36311,644,63,3,4.34,36,0.6,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
SWLZUO788C,42,38307,19680,480,24,4,15.92,12,0.88,PhD,Self-employed,Single,Yes,No,Education,No,0
MFIO55F2SA,59,125988,161786,498,8,1,22.53,24,0.73,PhD,Part-time,Divorced,No,Yes,Business,Yes,0
X4W7TS6QSZ,53,47104,89389,693,82,3,2.94,60,0.24,Master's,Part-time,Single,No,Yes,Auto,No,0
R4Y48PZR76,44,99869,92950,541,118,2,16.97,60,0.62,High School,Unemployed,Married,No,Yes,Education,Yes,0
97GNVEUTP6,55,19065,129904,335,101,1,10.2,60,0.31,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,0
HWDGUF0YX4,24,48281,183148,792,107,1,19.89,36,0.88,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
5UO6JWWQXI,22,74045,88078,639,38,1,6.32,60,0.26,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
V4BNKNFLWO,60,64000,210417,632,58,4,11.4,24,0.88,Bachelor's,Full-time,Married,No,No,Auto,Yes,0
1HY0O2CAIE,62,18666,171443,536,13,2,24.38,24,0.67,PhD,Self-employed,Divorced,No,No,Other,No,0
2064QBC6U3,68,20711,231764,343,30,2,13.79,48,0.32,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,1
IPNHECOUWR,48,136871,239571,760,30,2,19.43,36,0.47,PhD,Self-employed,Married,No,Yes,Business,No,0
6QF93Z0ARE,40,31813,56871,839,113,1,12.84,60,0.43,PhD,Full-time,Married,Yes,Yes,Other,No,0
NHWYONFUVB,59,134419,199841,606,67,3,15.17,24,0.27,PhD,Unemployed,Married,No,Yes,Business,Yes,0
AZYH78B3EP,27,62165,178514,587,89,4,15.25,36,0.42,PhD,Unemployed,Married,No,Yes,Home,Yes,0
XW2TAUGNRR,49,66670,117971,356,11,1,3.38,24,0.54,Master's,Unemployed,Divorced,No,Yes,Other,No,0
9D5SADV6WJ,60,141503,243751,459,84,4,12.92,24,0.48,PhD,Full-time,Married,Yes,Yes,Other,No,0
MX9NTYOG88,47,42361,216048,745,100,4,24.8,48,0.16,PhD,Part-time,Single,Yes,Yes,Home,No,0
42EQES65C2,56,17812,68942,663,115,3,13.44,36,0.78,PhD,Part-time,Married,No,Yes,Education,Yes,0
GO0OOEAOWT,48,40604,191408,843,99,1,20.25,60,0.4,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
V0WHEFZG80,35,142854,221979,708,88,2,24.95,48,0.42,Master's,Unemployed,Divorced,Yes,No,Business,No,1
RSX9C27U89,53,19571,171892,827,55,2,15.08,60,0.37,Bachelor's,Unemployed,Single,No,Yes,Education,No,0
C4ELE3DJNR,19,53579,95631,425,82,4,4.47,12,0.2,Master's,Full-time,Married,Yes,No,Auto,Yes,0
REMUAMZQO7,31,107314,32640,685,17,1,5.6,36,0.48,PhD,Full-time,Married,No,No,Business,Yes,0
NWHL6AKK4O,30,25619,183686,478,82,3,23.28,24,0.21,High School,Full-time,Single,Yes,No,Business,Yes,0
D86ZJ2BXJS,46,63622,86365,779,103,3,8.56,12,0.53,Master's,Full-time,Married,No,Yes,Home,No,0
EXHGWJ0768,29,29199,7171,425,86,3,8.77,48,0.23,Bachelor's,Unemployed,Single,No,Yes,Home,No,0
OO5MI6CASO,56,148180,172275,584,59,1,6.1,36,0.47,Master's,Unemployed,Divorced,Yes,No,Other,No,0
BVQ0T56AY5,19,94595,47001,720,77,2,17.68,48,0.78,High School,Full-time,Divorced,Yes,Yes,Business,No,0
C3VQ3PUB94,49,43612,10569,417,23,4,5.73,60,0.72,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
J4MQHZPER8,30,134217,105378,353,52,4,4.3,36,0.7,Master's,Self-employed,Married,No,No,Other,Yes,0
1WUZY8AJYM,63,25665,24271,397,31,2,23.24,60,0.15,PhD,Part-time,Married,Yes,No,Other,No,0
6U9DQ31P5P,44,149104,171015,321,27,1,10.13,12,0.83,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
ZWEJGXQXUP,66,136378,206775,620,17,3,8.72,12,0.42,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,0
MB6BGK4X6R,58,72371,120027,519,96,1,7.42,12,0.27,High School,Unemployed,Married,No,No,Home,No,0
XHR4YVV89O,34,129329,16149,651,85,4,15.25,36,0.68,High School,Part-time,Divorced,No,No,Other,Yes,0
MDUVB7CL8Y,57,58222,214093,332,106,3,8.42,60,0.16,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,0
G3NEZHHVMD,48,110577,166412,613,57,4,20.42,24,0.75,Bachelor's,Full-time,Married,No,Yes,Business,No,0
9AXLO4D0EN,51,52408,124392,717,1,1,4.91,48,0.4,High School,Part-time,Married,Yes,No,Other,Yes,0
34YCCREF0B,41,81222,148809,607,66,2,17.31,12,0.81,Master's,Self-employed,Divorced,No,No,Business,No,0
UJ4RGMENZU,62,33984,218700,302,15,3,15.27,36,0.17,PhD,Unemployed,Married,Yes,Yes,Auto,No,0
ZOSN9LB0IM,52,119936,163832,318,68,2,20.5,48,0.53,Bachelor's,Full-time,Divorced,No,No,Other,Yes,0
S93E5LSIXC,65,129044,189165,742,34,2,21,24,0.43,High School,Part-time,Divorced,No,No,Auto,Yes,0
PUE7WPYE2C,23,83830,157222,639,77,3,21.36,24,0.48,High School,Full-time,Single,No,No,Auto,No,0
TN70RZ3UI0,36,124330,109350,845,118,1,4.78,36,0.77,PhD,Self-employed,Married,No,No,Home,No,0
DBM9J2UBN4,47,109303,105769,454,86,3,21.8,12,0.89,Master's,Part-time,Divorced,No,Yes,Auto,No,0
I2LTPRA9PW,24,93473,24829,590,2,2,11.06,60,0.36,High School,Part-time,Single,No,No,Business,Yes,1
U8SNMEAA1X,27,126412,52942,570,73,4,22.89,36,0.14,PhD,Self-employed,Divorced,No,No,Home,No,0
G2Y6ZOIZ0U,58,39657,87070,447,4,4,14.13,24,0.22,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
AY1TI761HB,49,91803,151120,504,88,1,23.31,48,0.22,Master's,Full-time,Married,No,Yes,Business,Yes,0
P1JLUUWZF8,51,43551,224845,724,93,1,20.25,24,0.86,High School,Unemployed,Married,No,Yes,Education,Yes,0
OVASU0D1M7,45,34082,187233,347,58,3,5.8,12,0.88,PhD,Full-time,Divorced,No,Yes,Business,Yes,0
2QQVFIY2PW,32,107153,206582,693,65,4,17.16,60,0.67,High School,Unemployed,Single,No,Yes,Business,Yes,0
MCSWHFNSUK,47,45993,98674,434,34,4,8.69,12,0.7,PhD,Self-employed,Single,Yes,No,Home,No,1
OKMPDTKKK7,54,124814,50393,364,87,1,18.72,24,0.44,Master's,Self-employed,Married,No,No,Other,Yes,0
6D7V4UE20V,46,109979,175338,570,81,1,5.18,36,0.4,PhD,Full-time,Married,Yes,Yes,Auto,No,0
KZFFGAXJIQ,39,52453,58067,788,31,2,6.57,60,0.71,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
XOBDEFJ2GG,21,26255,81879,485,55,2,13.33,12,0.78,Bachelor's,Self-employed,Divorced,No,No,Home,Yes,1
IRWCE8EWZG,37,70381,138047,638,114,1,11.69,24,0.72,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
22A6FF2SKA,49,149581,226079,568,1,1,3.83,60,0.55,PhD,Part-time,Divorced,No,Yes,Auto,No,0
U1F1OMXGQN,53,90732,79368,706,9,3,13.09,12,0.87,Master's,Full-time,Married,Yes,Yes,Other,No,0
XV7JIJ49L3,67,113325,12259,695,92,3,5.25,48,0.59,Bachelor's,Part-time,Single,Yes,No,Home,No,0
TG17IT7GW3,21,41453,59714,641,99,1,20.67,36,0.73,High School,Part-time,Married,Yes,Yes,Home,Yes,0
AWSMXMF6RD,44,52791,188775,531,16,3,22.35,36,0.58,High School,Part-time,Married,No,No,Business,Yes,0
RINA3CB1YC,34,92164,158193,393,18,3,3,60,0.13,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
MO4330Q16T,29,67659,44124,351,36,4,2.31,24,0.85,High School,Part-time,Married,No,Yes,Auto,No,0
5Y36CMTTOX,39,121057,234148,362,78,1,18.53,60,0.65,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
WL8L5DP0HO,34,48810,27560,643,51,1,9.34,36,0.83,High School,Unemployed,Divorced,No,Yes,Business,No,0
9CQVG8M9V7,27,115235,246952,845,101,4,15.58,36,0.68,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,0
NVASHGMQJ6,18,71177,105908,846,2,2,20.2,24,0.56,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1
TQIJPZEMH7,39,42837,114995,580,25,1,24.41,60,0.85,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
DRDHSP24GF,43,115217,203257,639,56,2,4.41,36,0.58,Master's,Unemployed,Single,No,No,Education,No,0
97DFXYH0R1,35,17380,185733,525,37,1,7.81,24,0.8,High School,Unemployed,Married,No,No,Home,No,0
A9VMIAA8UC,67,73074,91252,525,100,1,17.25,36,0.84,PhD,Full-time,Single,Yes,No,Auto,No,0
93CLNO03TX,31,46041,109953,621,65,2,6.59,24,0.47,High School,Self-employed,Married,Yes,Yes,Auto,Yes,0
2N81V6AR26,64,92963,7197,801,29,4,21.4,48,0.77,High School,Full-time,Married,No,Yes,Other,Yes,0
3N6Z016KF1,46,53024,115694,421,8,2,16.5,24,0.21,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0
0TMOMUS82V,29,112412,135113,449,85,2,23.47,12,0.36,High School,Part-time,Married,Yes,No,Business,Yes,0
G132SR42O0,53,48566,211169,579,84,4,17.22,12,0.53,Bachelor's,Part-time,Single,No,No,Home,Yes,0
P76A4YJSUC,52,111923,75602,696,27,4,4.17,12,0.88,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
6NL7O3H9R8,69,109129,25847,418,62,1,11.99,36,0.42,PhD,Part-time,Single,Yes,Yes,Education,No,0
UCBBTBW5SC,29,15809,185525,781,46,2,23.18,60,0.28,PhD,Part-time,Single,No,No,Home,Yes,1
1NNUKNHSQN,24,149716,155111,455,27,1,23.04,12,0.25,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,1
VONWEI9VYM,46,17642,121362,767,95,2,13.82,12,0.88,PhD,Full-time,Married,Yes,Yes,Home,Yes,0
30XEHVSCMS,28,59045,82398,838,99,1,24.42,36,0.74,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
UHO3YN3RCH,50,16852,126038,756,69,2,7.97,60,0.41,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
TZHO096LX4,23,62141,102114,654,40,4,4.34,60,0.24,High School,Part-time,Divorced,No,No,Auto,Yes,0
XOWUQSDJJL,64,135720,244605,612,98,3,15.24,36,0.52,Master's,Self-employed,Married,Yes,No,Home,No,0
7MYUGQ9O8P,32,94176,235870,350,93,1,4.44,60,0.25,Master's,Part-time,Single,Yes,Yes,Auto,No,0
VBRWMBC1GM,49,94408,24082,777,60,3,19.23,12,0.85,High School,Part-time,Divorced,Yes,No,Education,No,0
ZFE344IQR2,68,129736,233880,712,32,2,7.73,12,0.76,PhD,Part-time,Single,Yes,Yes,Home,Yes,0
0HQ6KRB000,28,95855,223759,691,1,2,17.57,48,0.22,Bachelor's,Full-time,Married,Yes,No,Education,Yes,0
3K8VIROI6Q,40,89470,128277,514,89,1,5.78,12,0.33,PhD,Unemployed,Married,Yes,Yes,Home,No,0
A5N8060ZNE,43,39251,145087,641,22,1,15.43,48,0.39,High School,Unemployed,Single,Yes,No,Auto,No,0
PJE13HWMKI,51,38611,181606,328,6,1,18.78,60,0.31,Master's,Full-time,Divorced,No,No,Business,No,1
K2OGWFGJPD,63,35934,246637,589,89,3,9.17,12,0.77,PhD,Unemployed,Married,No,No,Other,No,0
UV6VKWLPRD,51,96149,101795,735,114,2,15.68,12,0.68,Master's,Unemployed,Married,Yes,Yes,Education,Yes,0
NREGA448XR,46,42792,159703,312,29,1,3.85,48,0.63,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,0
GSRREBD4AY,21,20182,139686,820,69,2,7.59,24,0.75,Master's,Self-employed,Divorced,No,No,Business,No,0
PECZZ6X8RJ,34,35970,144997,639,16,3,8.73,48,0.69,Master's,Self-employed,Married,Yes,No,Home,Yes,0
5DO63BR3ZE,52,23313,76236,577,56,4,18.05,12,0.8,High School,Full-time,Single,No,No,Other,No,0
IIF4MBZNRF,30,79793,55744,780,54,4,4.44,60,0.41,High School,Part-time,Single,Yes,No,Home,No,0
QO4PWRXFER,58,131538,106241,485,80,1,10.08,60,0.64,Master's,Part-time,Single,No,Yes,Auto,Yes,0
M5MDQGCP13,56,44550,65529,687,10,2,19.17,24,0.61,High School,Part-time,Married,No,No,Auto,No,1
K0KV6F4GQ4,32,19536,210015,596,0,1,7.74,48,0.82,PhD,Part-time,Single,Yes,Yes,Other,No,0
F81IT1P1BM,46,73600,123702,737,23,3,5.9,12,0.28,Master's,Full-time,Married,No,No,Business,No,0
PKIX9OF419,46,140137,202806,756,107,4,22.51,48,0.76,Master's,Full-time,Single,No,No,Auto,No,0
7CGS4B9M3C,28,63654,29511,702,25,1,12.01,60,0.29,High School,Unemployed,Single,Yes,Yes,Other,Yes,1
IMX1UQGHOS,69,147626,173272,609,101,3,16.41,24,0.15,High School,Self-employed,Divorced,No,Yes,Other,No,0
Q85DGM3N0O,49,124355,52443,712,119,1,16.31,60,0.66,PhD,Part-time,Single,Yes,Yes,Education,Yes,0
YPMVV8UJC4,19,98291,191882,398,2,1,12.54,48,0.4,Master's,Full-time,Single,Yes,No,Business,Yes,0
2YP2TZSPR8,64,104563,38524,565,78,3,5.08,12,0.84,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
F11GBG4PV1,31,25808,112412,821,106,1,2.48,36,0.31,Master's,Self-employed,Married,No,Yes,Business,Yes,0
PPF5BTVTO7,37,54527,193494,373,43,3,9.05,48,0.23,Master's,Part-time,Married,No,Yes,Education,Yes,0
V9SXWSQLQN,39,145464,26427,675,109,2,11.74,36,0.35,High School,Unemployed,Married,No,No,Auto,No,0
ZA91I8YDH0,28,16149,57711,665,115,3,4.5,60,0.13,PhD,Part-time,Divorced,No,No,Business,No,0
EL4XOAGXYZ,44,67688,73407,524,79,4,12.26,48,0.71,High School,Self-employed,Divorced,Yes,Yes,Business,No,0
R65XVY0QGO,20,124814,122242,654,21,4,13.05,24,0.79,Bachelor's,Part-time,Married,Yes,No,Other,No,0
P3TW3EL3P3,34,128547,41134,723,84,2,3.13,12,0.18,Master's,Self-employed,Single,No,No,Education,No,0
N93837Y6RE,61,99456,242552,382,107,2,2.84,12,0.25,High School,Full-time,Divorced,No,No,Auto,No,0
V1918TKZ0J,45,15563,230463,633,84,3,19.88,24,0.27,High School,Unemployed,Married,Yes,No,Education,No,1
WTR13FP730,46,83501,112010,630,78,4,14.89,48,0.2,High School,Part-time,Single,Yes,Yes,Other,Yes,0
VL0GGBG8UW,38,138660,14011,835,80,1,19.41,12,0.88,High School,Full-time,Married,Yes,Yes,Other,No,0
GKIFL4SJUF,64,134450,84153,577,6,4,5.46,36,0.55,Master's,Self-employed,Divorced,No,No,Other,No,0
3KSSDJHLKI,33,146671,9217,824,4,3,6.95,60,0.18,Master's,Full-time,Divorced,No,Yes,Home,No,0
Z7CAQR214W,54,21639,191661,625,11,2,4.57,36,0.19,High School,Full-time,Divorced,Yes,No,Auto,No,0
276SFBODW1,37,31303,11228,469,51,3,10.33,60,0.77,Master's,Full-time,Married,No,No,Other,Yes,1
O2GTLA281U,23,132051,186107,651,116,4,9.75,60,0.17,High School,Full-time,Married,No,Yes,Other,Yes,0
T4XHM52QEH,36,137086,105847,511,14,1,5.98,24,0.7,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,1
8EUDNH2ST4,22,111841,146831,762,103,3,20.65,12,0.25,High School,Full-time,Married,Yes,No,Business,Yes,0
HHRLQHG7B7,20,90986,233901,824,107,3,17.38,24,0.41,Bachelor's,Self-employed,Single,No,No,Auto,No,1
5RA67G0OOO,18,28976,190345,727,54,1,12.86,12,0.38,Master's,Full-time,Divorced,No,No,Other,No,0
Y2DVOOTXIA,55,16096,190699,757,113,1,9.2,48,0.41,Bachelor's,Unemployed,Divorced,No,No,Auto,No,0
4O2JHX0LJ3,32,58078,109312,312,2,3,19.23,12,0.15,High School,Part-time,Single,Yes,No,Auto,No,1
FDEWJVCCD5,51,37393,236014,644,77,4,19.32,60,0.37,High School,Full-time,Married,Yes,Yes,Other,Yes,0
HE0DE3JKQK,52,69817,80985,793,46,1,4.47,24,0.87,Master's,Full-time,Married,Yes,No,Business,Yes,0
YHAG583HTS,66,105866,203031,798,41,1,8.93,36,0.61,High School,Part-time,Divorced,No,Yes,Auto,No,0
4C1XQLR10H,42,74688,126655,609,86,3,5.4,60,0.36,PhD,Full-time,Single,No,Yes,Home,No,0
KCKF6YG040,41,44072,88611,601,88,3,13.47,36,0.58,Bachelor's,Part-time,Single,Yes,No,Business,No,0
9P57XISTE0,29,104825,72970,616,14,4,13.32,24,0.42,Bachelor's,Full-time,Divorced,No,Yes,Education,Yes,0
V77GQ5UMPT,35,149309,218010,370,74,1,8.69,60,0.72,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
OTC3OFWFEO,32,54194,165683,800,84,2,16.39,36,0.19,Bachelor's,Self-employed,Married,No,No,Auto,Yes,0
BF99MR44NV,61,93628,86357,498,2,4,16.52,60,0.53,High School,Self-employed,Single,No,Yes,Home,Yes,0
G4KHQPOCQD,33,112699,113532,705,59,3,23.55,48,0.14,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
U8NPBEOYZN,44,144458,127452,642,94,3,24.84,48,0.19,Bachelor's,Full-time,Married,No,Yes,Education,No,1
55W5Q1K6TM,25,68742,240456,324,117,4,22.67,60,0.55,Bachelor's,Unemployed,Single,No,No,Education,Yes,0
VAG7ADVG0W,63,33043,192475,419,35,3,22.62,60,0.34,High School,Part-time,Divorced,No,Yes,Home,Yes,0
I15QM9L7Y2,42,25367,213713,508,46,4,15.92,12,0.71,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
65PD7OOJZZ,34,103937,148815,554,5,3,15.74,36,0.69,Master's,Self-employed,Divorced,Yes,No,Home,No,0
4OJXKQTYET,46,42652,210840,659,86,3,10.42,12,0.52,High School,Full-time,Married,Yes,Yes,Education,No,0
FOAN9I2YP6,25,92462,141937,668,8,2,16.94,24,0.67,PhD,Unemployed,Married,Yes,No,Home,Yes,0
0SSA2XRM9F,32,28462,26062,355,36,2,20.56,12,0.45,Master's,Part-time,Single,Yes,No,Auto,No,0
5MRTGAZVQK,44,36210,5857,626,52,2,8.51,48,0.67,PhD,Full-time,Single,Yes,No,Education,No,0
JSCK1003EA,63,54334,202785,471,80,1,12.61,48,0.13,High School,Full-time,Divorced,Yes,No,Auto,Yes,0
QHAKAI1BLE,67,67930,94709,636,36,1,6.17,48,0.38,PhD,Self-employed,Married,No,Yes,Auto,Yes,0
QM5E2KBYVM,69,17120,176950,597,25,1,22.88,48,0.19,High School,Part-time,Married,Yes,No,Other,No,1
8R83M3QJDF,24,99944,45213,655,96,2,16.28,36,0.5,Bachelor's,Unemployed,Married,No,No,Business,No,1
DSMOW8EVBF,20,106982,81652,762,65,1,20.04,36,0.36,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
AQMUOCNLXM,46,15016,155318,382,86,1,3.37,60,0.65,High School,Full-time,Married,No,No,Business,No,0
YC64BVUJ0H,61,39590,139503,840,115,3,16.96,48,0.14,High School,Unemployed,Divorced,Yes,Yes,Other,No,0
NYHH7TTZ2G,41,23122,234859,349,23,4,8.07,36,0.51,High School,Unemployed,Married,Yes,Yes,Business,No,0
BYDW0Y42GT,20,121191,190855,412,110,1,2.94,36,0.47,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,0
OEEIKOTVSQ,37,95287,210557,697,25,4,9.08,36,0.21,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,0
T2CMBNAUKE,63,63487,187951,566,83,4,11.31,60,0.61,High School,Full-time,Single,Yes,Yes,Home,No,0
EARM3HKX9A,32,105181,169057,829,111,1,3.04,60,0.77,Master's,Part-time,Married,No,Yes,Business,No,0
Q2L93R1TOO,42,88688,109840,362,78,4,19.04,36,0.2,Bachelor's,Full-time,Single,No,Yes,Business,No,0
I7EIP89GQF,47,19762,121874,639,111,1,2.03,48,0.72,Master's,Self-employed,Married,Yes,No,Home,Yes,0
WAB3E92FGA,31,97858,67081,688,70,2,11.07,12,0.25,High School,Self-employed,Single,Yes,Yes,Education,Yes,1
1NMBA45LL3,24,108926,85425,594,56,4,17.72,48,0.42,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
XZIB2SOCRK,34,114374,99633,784,18,1,22.86,60,0.13,PhD,Part-time,Single,Yes,Yes,Auto,No,0
F7H2KAG8HJ,61,88592,76292,315,25,4,22.47,48,0.29,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0
RHF681MTN9,37,128128,68674,584,61,2,13.64,12,0.51,Bachelor's,Self-employed,Single,No,No,Education,No,0
1TSGLZJP2C,53,147252,248390,369,86,4,21.38,48,0.61,Master's,Unemployed,Single,No,No,Other,Yes,1
RV7F8XGYL4,26,92278,92618,421,8,2,11.25,24,0.38,High School,Full-time,Married,No,No,Business,No,0
4TN9DBUYO1,55,68627,63178,581,76,3,8.39,36,0.5,High School,Part-time,Divorced,No,Yes,Business,Yes,0
6I4HT4DHXA,65,19012,230113,458,80,2,20.59,12,0.38,Master's,Unemployed,Married,No,No,Other,No,0
1HS7AJYDOM,39,93351,180868,495,104,2,20.72,60,0.17,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
UUF2N2F3KG,19,73881,130257,484,31,3,8.51,36,0.78,PhD,Unemployed,Single,Yes,Yes,Other,Yes,0
FRE73TIEX4,41,131571,140923,629,51,3,23.87,24,0.66,PhD,Unemployed,Married,No,No,Home,Yes,1
6KIBO9XKO3,25,94229,128527,825,37,3,2.11,48,0.64,PhD,Self-employed,Married,Yes,No,Education,Yes,0
XKCGODHNJG,28,35922,220285,461,91,3,3.63,12,0.17,High School,Full-time,Divorced,No,Yes,Education,Yes,0
IQOJ137AQB,30,137640,182007,346,20,2,18.48,12,0.15,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0
0X9KI0DODB,34,94849,190787,565,115,1,19.73,36,0.21,Master's,Part-time,Married,No,No,Home,Yes,0
1YXTTWFWV0,25,32833,133974,494,95,4,21.75,36,0.48,Master's,Unemployed,Married,No,No,Education,No,1
HMWWBPR9GB,38,141507,6479,668,53,3,11.1,60,0.14,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1
HWT3JA6S82,35,101848,176626,380,11,2,10.06,12,0.89,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
3PKTMN178K,47,64083,168891,747,17,3,2.71,48,0.87,High School,Part-time,Married,No,Yes,Other,No,0
5UEPWJJEYW,35,53675,200017,597,25,2,22.62,24,0.53,Master's,Full-time,Married,Yes,Yes,Auto,No,1
AABI843YPM,63,134156,132722,501,62,2,13.4,36,0.66,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
MUT4H05INL,64,59282,142432,668,92,1,8.66,24,0.79,PhD,Part-time,Single,Yes,No,Business,Yes,0
K6Z4QKN8F5,48,58847,76338,757,12,2,24.85,48,0.67,High School,Part-time,Divorced,No,No,Business,Yes,0
F13SAG67KG,55,113279,10049,510,95,1,21.7,24,0.68,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,0
NT8IPHDF6U,49,108382,55683,665,29,3,21.36,60,0.9,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0
NENMNH5FED,28,144225,191737,459,30,2,16.97,24,0.62,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1
WXUEJN1DTK,62,32038,150867,533,50,2,5.13,24,0.82,Master's,Unemployed,Divorced,No,No,Other,No,0
BWW2LTDTW3,42,107709,87900,724,4,1,11.56,36,0.71,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,0
MYJFE667RN,50,74455,150688,848,78,3,10.81,12,0.64,High School,Self-employed,Single,No,Yes,Education,No,0
76SLSSD1X7,55,35390,99729,376,9,4,16.09,48,0.68,Master's,Full-time,Married,Yes,No,Education,No,0
ZJQNUE5UQF,58,69928,90161,688,1,2,23.36,36,0.16,PhD,Unemployed,Divorced,No,No,Education,No,0
ZB48T3O8NL,25,45572,66370,656,13,4,23.82,60,0.57,Master's,Self-employed,Divorced,Yes,Yes,Business,No,0
70LEZXUT44,28,126934,154672,393,55,1,18.48,48,0.68,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
RQCN8V59XQ,39,140011,96705,846,67,2,13.8,60,0.57,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
KU0MITU9U0,68,99125,81936,416,16,2,16.18,48,0.31,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
QRHTHNKY06,41,21699,45192,794,103,1,13.77,24,0.69,PhD,Unemployed,Married,No,Yes,Education,Yes,0
CC4FLTGRER,58,40333,13852,596,90,2,4.67,60,0.7,High School,Self-employed,Single,No,No,Other,No,0
